
=== Stutter monitor started at 2026-05-29T09:57:42 | user_dir=C:/Users/admin/AppData/Roaming/Godot/app_userdata/高能⭐宇宙⭐大爆炸 ===
2026-05-29T10:51:28 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.040 max_frame_ms=39.88 budget_elapsed_ms=40.74 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=6 nodes=1125 score=300 hp=85 elapsed=52.17
2026-05-29T10:51:28 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.047 max_frame_ms=46.79 budget_elapsed_ms=47.55 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=7 nodes=1126 score=300 hp=85 elapsed=52.50
2026-05-29T10:51:28 | reason=single_frame_over_budget label= fps=30.0 frames=12 seconds=0.075 max_frame_ms=75.24 budget_elapsed_ms=1.04 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=7 nodes=1126 score=300 hp=85 elapsed=52.57
2026-05-29T10:51:28 | reason=low_fps_window label= fps=15.2 frames=16 seconds=1.054 max_frame_ms=75.24 budget_elapsed_ms=1.31 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=6 nodes=1125 score=300 hp=85 elapsed=52.83
2026-05-29T10:51:28 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.042 max_frame_ms=42.21 budget_elapsed_ms=42.96 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=7 nodes=1129 score=300 hp=85 elapsed=52.83
2026-05-29T10:51:29 | reason=single_frame_over_budget label= fps=30.0 frames=4 seconds=0.065 max_frame_ms=71.42 budget_elapsed_ms=1.58 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=4 nodes=1121 score=300 hp=85 elapsed=53.10
2026-05-29T10:51:29 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.048 max_frame_ms=48.16 budget_elapsed_ms=49.67 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=5 nodes=1124 score=300 hp=85 elapsed=53.16
2026-05-29T10:51:29 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.046 max_frame_ms=45.51 budget_elapsed_ms=46.28 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=6 nodes=1123 score=300 hp=85 elapsed=53.50
2026-05-29T10:51:29 | reason=single_frame_over_budget label= fps=30.0 frames=12 seconds=0.069 max_frame_ms=78.75 budget_elapsed_ms=0.77 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=7 nodes=1126 score=300 hp=85 elapsed=53.64
2026-05-29T10:51:29 | reason=low_fps_window label= fps=14.7 frames=15 seconds=1.017 max_frame_ms=78.75 budget_elapsed_ms=1.24 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=8 nodes=1129 score=300 hp=85 elapsed=53.84
2026-05-29T10:51:29 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.049 max_frame_ms=48.74 budget_elapsed_ms=49.75 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=8 nodes=1129 score=300 hp=85 elapsed=53.84
2026-05-29T10:51:30 | reason=single_frame_over_budget label= fps=30.0 frames=5 seconds=0.069 max_frame_ms=84.65 budget_elapsed_ms=1.56 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=9 nodes=1132 score=300 hp=85 elapsed=54.20
2026-05-29T10:51:30 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.046 max_frame_ms=45.73 budget_elapsed_ms=48.02 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=10 nodes=1136 score=300 hp=85 elapsed=54.20
2026-05-29T10:51:30 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.043 max_frame_ms=43.14 budget_elapsed_ms=44.06 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=11 nodes=1139 score=300 hp=85 elapsed=54.54
2026-05-29T10:51:30 | reason=single_frame_over_budget label= fps=30.0 frames=13 seconds=0.062 max_frame_ms=84.65 budget_elapsed_ms=0.87 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=11 nodes=1138 score=300 hp=85 elapsed=54.75
2026-05-29T10:51:30 | reason=low_fps_window label= fps=14.5 frames=15 seconds=1.034 max_frame_ms=84.65 budget_elapsed_ms=0.82 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=11 nodes=1139 score=300 hp=85 elapsed=54.88
2026-05-29T10:51:30 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.055 max_frame_ms=55.35 budget_elapsed_ms=57.32 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=11 nodes=1139 score=300 hp=85 elapsed=54.88
2026-05-29T10:51:31 | reason=single_frame_over_budget label= fps=30.0 frames=5 seconds=0.060 max_frame_ms=128.65 budget_elapsed_ms=2.12 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=9 nodes=1135 score=300 hp=85 elapsed=55.25
2026-05-29T10:51:31 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.046 max_frame_ms=46.30 budget_elapsed_ms=47.14 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=9 nodes=1135 score=300 hp=85 elapsed=55.25
2026-05-29T10:51:31 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.036 max_frame_ms=35.71 budget_elapsed_ms=36.47 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=10 nodes=1137 score=300 hp=85 elapsed=55.61
2026-05-29T10:51:31 | reason=single_frame_over_budget label= fps=30.0 frames=14 seconds=0.058 max_frame_ms=128.65 budget_elapsed_ms=0.99 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=9 nodes=1134 score=300 hp=85 elapsed=55.79
2026-05-29T10:51:31 | reason=low_fps_window label= fps=15.2 frames=16 seconds=1.050 max_frame_ms=128.65 budget_elapsed_ms=0.96 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=9 nodes=1133 score=300 hp=85 elapsed=55.92
2026-05-29T10:51:31 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.041 max_frame_ms=40.98 budget_elapsed_ms=41.87 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=10 nodes=1137 score=300 hp=85 elapsed=55.92
2026-05-29T10:51:32 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.036 max_frame_ms=35.71 budget_elapsed_ms=36.46 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=9 nodes=1135 score=300 hp=85 elapsed=56.24
2026-05-29T10:51:32 | reason=single_frame_over_budget label= fps=30.0 frames=6 seconds=0.060 max_frame_ms=66.16 budget_elapsed_ms=1.04 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=8 nodes=1133 score=300 hp=85 elapsed=56.30
2026-05-29T10:51:32 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.037 max_frame_ms=37.18 budget_elapsed_ms=37.98 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=7 nodes=1130 score=300 hp=85 elapsed=56.57
2026-05-29T10:51:32 | reason=single_frame_over_budget label= fps=30.0 frames=14 seconds=0.066 max_frame_ms=72.69 budget_elapsed_ms=0.80 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=6 nodes=1127 score=300 hp=85 elapsed=56.84
2026-05-29T10:51:32 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.043 max_frame_ms=43.44 budget_elapsed_ms=45.24 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=6 nodes=1126 score=300 hp=85 elapsed=56.90
2026-05-29T10:51:32 | reason=low_fps_window label= fps=15.1 frames=16 seconds=1.061 max_frame_ms=84.39 budget_elapsed_ms=1.16 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=6 nodes=1126 score=300 hp=85 elapsed=56.98
2026-05-29T10:51:33 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.035 max_frame_ms=35.18 budget_elapsed_ms=35.94 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=7 nodes=1128 score=300 hp=85 elapsed=57.25
2026-05-29T10:51:33 | reason=single_frame_over_budget label= fps=30.0 frames=6 seconds=0.067 max_frame_ms=80.48 budget_elapsed_ms=0.93 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=6 nodes=1125 score=300 hp=85 elapsed=57.38
2026-05-29T10:51:33 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.057 max_frame_ms=57.37 budget_elapsed_ms=58.78 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=7 nodes=1128 score=300 hp=85 elapsed=57.58
2026-05-29T10:51:33 | reason=single_frame_over_budget label= fps=30.0 frames=13 seconds=0.064 max_frame_ms=102.22 budget_elapsed_ms=1.04 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=7 nodes=1128 score=300 hp=85 elapsed=57.89
2026-05-29T10:51:33 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.049 max_frame_ms=48.81 budget_elapsed_ms=49.61 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=7 nodes=1128 score=300 hp=85 elapsed=57.95
2026-05-29T10:51:33 | reason=low_fps_window label= fps=14.5 frames=15 seconds=1.035 max_frame_ms=102.22 budget_elapsed_ms=1.10 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=7 nodes=1127 score=300 hp=85 elapsed=58.02
2026-05-29T10:51:34 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.039 max_frame_ms=39.33 budget_elapsed_ms=40.16 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=6 nodes=1125 score=300 hp=85 elapsed=58.28
2026-05-29T10:51:34 | reason=single_frame_over_budget label= fps=30.0 frames=6 seconds=0.074 max_frame_ms=73.58 budget_elapsed_ms=1.20 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=7 nodes=1129 score=300 hp=85 elapsed=58.41
2026-05-29T10:51:34 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.050 max_frame_ms=49.77 budget_elapsed_ms=51.35 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=6 nodes=1126 score=300 hp=85 elapsed=58.56
2026-05-29T10:51:34 | reason=single_frame_over_budget label= fps=30.0 frames=13 seconds=0.066 max_frame_ms=80.37 budget_elapsed_ms=1.51 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=4 nodes=1122 score=300 hp=85 elapsed=58.92
2026-05-29T10:51:34 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path fps=0.0 frames=0 seconds=0.045 max_frame_ms=44.58 budget_elapsed_ms=46.02 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=5 nodes=1126 score=300 hp=85 elapsed=58.92
2026-05-29T10:51:35 | reason=low_fps_window label= fps=14.9 frames=15 seconds=1.008 max_frame_ms=80.37 budget_elapsed_ms=2.29 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=5 nodes=1125 score=300 hp=85 elapsed=59.03
2026-05-29T10:51:35 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.043 max_frame_ms=42.59 budget_elapsed_ms=43.52 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=4 nodes=1121 score=300 hp=85 elapsed=59.24
2026-05-29T10:51:35 | reason=single_frame_over_budget label= fps=30.0 frames=7 seconds=0.085 max_frame_ms=85.40 budget_elapsed_ms=1.82 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=3 nodes=1118 score=300 hp=85 elapsed=59.45
2026-05-29T10:51:35 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.051 max_frame_ms=50.96 budget_elapsed_ms=52.42 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=4 nodes=1119 score=300 hp=85 elapsed=59.60
2026-05-29T10:51:35 | reason=single_frame_over_budget label= fps=30.0 frames=14 seconds=0.080 max_frame_ms=85.40 budget_elapsed_ms=2.47 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=3 nodes=1117 score=300 hp=85 elapsed=59.97
2026-05-29T10:51:35 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.055 max_frame_ms=54.88 budget_elapsed_ms=55.68 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=3 nodes=1117 score=300 hp=85 elapsed=59.97
2026-05-29T10:51:36 | reason=low_fps_window label= fps=14.9 frames=15 seconds=1.010 max_frame_ms=85.40 budget_elapsed_ms=0.79 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=3 nodes=1117 score=300 hp=85 elapsed=60.04
2026-05-29T10:51:36 | reason=single_frame_over_budget label= fps=30.0 frames=5 seconds=0.242 max_frame_ms=241.69 budget_elapsed_ms=1.62 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=4 nodes=1119 score=300 hp=85 elapsed=60.43
2026-05-29T10:51:37 | reason=low_fps_window label= fps=17.9 frames=18 seconds=1.007 max_frame_ms=241.69 budget_elapsed_ms=1.21 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=1 nodes=1118 score=300 hp=84 elapsed=60.85
2026-05-29T10:51:37 | reason=single_frame_over_budget label= fps=30.0 frames=8 seconds=0.036 max_frame_ms=36.19 budget_elapsed_ms=1.54 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=1 nodes=1112 score=300 hp=84 elapsed=61.05
2026-05-29T10:51:37 | reason=single_frame_over_budget label= fps=30.0 frames=21 seconds=0.034 max_frame_ms=170.49 budget_elapsed_ms=0.75 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=12 projectiles=1 nodes=1113 score=300 hp=83 elapsed=61.52
2026-05-29T10:51:38 | reason=single_frame_over_budget label= fps=30.0 frames=12 seconds=0.186 max_frame_ms=185.69 budget_elapsed_ms=1.15 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=18 projectiles=1 nodes=1115 score=300 hp=82 elapsed=62.25
2026-05-29T10:51:39 | reason=single_frame_over_budget label= fps=30.0 frames=28 seconds=0.037 max_frame_ms=185.69 budget_elapsed_ms=1.15 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=2 nodes=1118 score=300 hp=81 elapsed=62.77
2026-05-29T10:51:39 | reason=low_fps_window label= fps=27.9 frames=29 seconds=1.039 max_frame_ms=185.69 budget_elapsed_ms=0.99 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=2 nodes=1118 score=300 hp=81 elapsed=62.81
2026-05-29T10:51:39 | reason=single_frame_over_budget label= fps=30.0 frames=10 seconds=0.034 max_frame_ms=188.91 budget_elapsed_ms=0.84 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=2 nodes=1120 score=300 hp=80 elapsed=63.22
2026-05-29T10:51:40 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path fps=0.0 frames=0 seconds=0.128 max_frame_ms=127.74 budget_elapsed_ms=128.63 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=1 nodes=1116 score=300 hp=79 elapsed=63.56
2026-05-29T10:51:40 | reason=single_frame_over_budget label= fps=30.0 frames=21 seconds=0.207 max_frame_ms=207.14 budget_elapsed_ms=1.36 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=1 nodes=1116 score=300 hp=79 elapsed=63.70
2026-05-29T10:51:40 | reason=low_fps_window label= fps=20.4 frames=21 seconds=1.027 max_frame_ms=207.14 budget_elapsed_ms=3.53 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=1 nodes=1116 score=300 hp=79 elapsed=63.70
2026-05-29T10:51:40 | reason=single_frame_over_budget label= fps=30.0 frames=12 seconds=0.057 max_frame_ms=57.05 budget_elapsed_ms=1.13 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=2 nodes=1118 score=300 hp=78 elapsed=64.20
2026-05-29T10:51:40 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path fps=0.0 frames=0 seconds=0.034 max_frame_ms=34.28 budget_elapsed_ms=35.56 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=2 nodes=1121 score=300 hp=78 elapsed=64.30
2026-05-29T10:51:41 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path fps=0.0 frames=0 seconds=0.035 max_frame_ms=35.00 budget_elapsed_ms=36.07 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=3 nodes=1120 score=300 hp=77 elapsed=64.65
2026-05-29T10:51:41 | reason=single_frame_over_budget label= fps=30.0 frames=20 seconds=0.095 max_frame_ms=94.88 budget_elapsed_ms=1.12 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=2 nodes=1116 score=300 hp=77 elapsed=64.75
2026-05-29T10:51:41 | reason=low_fps_window label= fps=19.0 frames=20 seconds=1.054 max_frame_ms=94.88 budget_elapsed_ms=3.92 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=2 nodes=1116 score=300 hp=77 elapsed=64.75
2026-05-29T10:51:41 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path fps=0.0 frames=0 seconds=0.039 max_frame_ms=39.24 budget_elapsed_ms=41.59 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=3 nodes=1118 score=300 hp=77 elapsed=65.06
2026-05-29T10:51:41 | reason=single_frame_over_budget label= fps=30.0 frames=7 seconds=0.082 max_frame_ms=116.55 budget_elapsed_ms=0.98 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=4 nodes=1122 score=300 hp=77 elapsed=65.27
2026-05-29T10:51:41 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path fps=0.0 frames=0 seconds=0.048 max_frame_ms=47.79 budget_elapsed_ms=49.83 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=4 nodes=1123 score=300 hp=77 elapsed=65.44
2026-05-29T10:51:42 | reason=single_frame_over_budget label= fps=30.0 frames=13 seconds=0.047 max_frame_ms=149.84 budget_elapsed_ms=0.93 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=5 nodes=1125 score=300 hp=77 elapsed=65.77
2026-05-29T10:51:42 | reason=low_fps_window label= fps=12.7 frames=13 seconds=1.023 max_frame_ms=149.84 budget_elapsed_ms=14.87 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=5 nodes=1125 score=300 hp=77 elapsed=65.77
2026-05-29T10:51:42 | reason=single_frame_over_budget label= fps=30.0 frames=10 seconds=0.051 max_frame_ms=89.49 budget_elapsed_ms=2.44 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=4 nodes=1122 score=300 hp=77 elapsed=66.30
2026-05-29T10:51:42 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path fps=0.0 frames=0 seconds=0.037 max_frame_ms=36.86 budget_elapsed_ms=37.76 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=4 nodes=1123 score=300 hp=77 elapsed=66.44
2026-05-29T10:51:43 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path fps=0.0 frames=0 seconds=0.039 max_frame_ms=39.20 budget_elapsed_ms=40.98 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=4 nodes=1123 score=300 hp=77 elapsed=66.73
2026-05-29T10:51:43 | reason=single_frame_over_budget label= fps=30.0 frames=17 seconds=0.101 max_frame_ms=105.47 budget_elapsed_ms=1.16 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=3 nodes=1120 score=300 hp=77 elapsed=66.83
2026-05-29T10:51:43 | reason=low_fps_window label= fps=16.0 frames=17 seconds=1.065 max_frame_ms=105.47 budget_elapsed_ms=3.93 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=3 nodes=1120 score=300 hp=77 elapsed=66.83
2026-05-29T10:51:43 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path fps=0.0 frames=0 seconds=0.037 max_frame_ms=37.45 budget_elapsed_ms=38.79 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=2 nodes=1116 score=300 hp=77 elapsed=67.13
2026-05-29T10:51:43 | reason=single_frame_over_budget label= fps=30.0 frames=8 seconds=0.094 max_frame_ms=93.51 budget_elapsed_ms=1.16 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=2 nodes=1115 score=300 hp=77 elapsed=67.41
2026-05-29T10:51:43 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.080 max_frame_ms=80.35 budget_elapsed_ms=81.84 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=2 nodes=1115 score=300 hp=77 elapsed=67.41
2026-05-29T10:51:44 | reason=low_fps_window label= fps=12.6 frames=13 seconds=1.032 max_frame_ms=141.25 budget_elapsed_ms=1.57 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=2 nodes=1115 score=300 hp=77 elapsed=67.86
2026-05-29T10:51:44 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.034 max_frame_ms=33.68 budget_elapsed_ms=34.82 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=2 nodes=1115 score=300 hp=77 elapsed=67.86
2026-05-29T10:51:44 | reason=single_frame_over_budget label= fps=30.0 frames=1 seconds=0.066 max_frame_ms=66.16 budget_elapsed_ms=1.50 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=2 nodes=1115 score=300 hp=77 elapsed=67.92
2026-05-29T10:51:44 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.038 max_frame_ms=37.70 budget_elapsed_ms=39.11 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=3 nodes=1119 score=300 hp=77 elapsed=68.25
2026-05-29T10:51:44 | reason=single_frame_over_budget label= fps=30.0 frames=12 seconds=0.035 max_frame_ms=75.54 budget_elapsed_ms=2.26 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=4 nodes=1122 score=300 hp=77 elapsed=68.45
2026-05-29T10:51:45 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.039 max_frame_ms=38.63 budget_elapsed_ms=39.53 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=3 nodes=1120 score=300 hp=77 elapsed=68.58
2026-05-29T10:51:45 | reason=low_fps_window label= fps=17.2 frames=18 seconds=1.049 max_frame_ms=89.25 budget_elapsed_ms=0.81 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=3 nodes=1119 score=300 hp=77 elapsed=68.91
2026-05-29T10:51:45 | reason=frame_budget_defer label=DesignedEnemy.build_obstacle_path_loop fps=0.0 frames=0 seconds=0.046 max_frame_ms=46.20 budget_elapsed_ms=46.95 deferred=1 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=3 nodes=1119 score=300 hp=77 elapsed=68.91
2026-05-29T10:51:45 | reason=single_frame_over_budget label= fps=30.0 frames=1 seconds=0.072 max_frame_ms=71.83 budget_elapsed_ms=0.87 deferred=0 scene=ExploreRoom path=res://scenes/gameplay/explore/ExploreRoom.tscn enemies=20 projectiles=3 nodes=1119 score=300 hp=77 elapsed=68.98
