"schema_version"	"domain"	"kind"	"id"	"name"	"value"	"stage_1"	"stage_2"	"stage_3"	"unit"	"data_type"	"attributes"	"formula"	"notes"
"1.0"	"reward"	"pool"	"repair_compute"	"修复与算力"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;weight=0.8;risk=0;payload=repair=32/42/52;compute_free=1;compute_paid=2;paid_cost=24/36/52;paid_cap_per_stage=1"	""	"处理容量瓶颈"
"1.0"	"reward"	"pool"	"high_risk_ore"	"高风险富矿"	""	""	""	""	"record"	"record"	"family=general;role=economy;weight=0.55;risk=2;payload=risky_minerals=75/120/180;next_battle_elite=1;safe_minerals=55/85/125"	""	"风险完整预告"
"1.0"	"reward"	"pool"	"family_archive"	"家族档案"	""	""	""	""	"record"	"record"	"family=general;weight=0.8;risk=0;payload=candidates=3;roles_unique=1;route_family=1"	""	"强化航路身份"
"1.0"	"reward"	"boss"	"boss_reward_four_choice"	"Boss后四选一"	""	""	""	""	"record"	"record"	"family=general;weight=1;risk=0;payload=boss_item=1;synergy_item=1;bridge_item=1;maintenance=1;maintenance_compute=2;maintenance_heal=25/35/45"	""	"第一Boss无双家族时桥接改启动器"
"1.0"	"event"	"definition"	"old_supply_chain"	"旧时代补给链"	""	""	""	""	"record"	"record"	"family=general;weight=1.2;risk=0;payload=a.minerals=32/48/70;b.heal=18/24/30"	""	"安全收益"
"1.0"	"event"	"definition"	"ark_medical_relay"	"方舟医疗中继"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;weight=1.05;risk=0;payload=a.heal=28/36/44;a.overflow_to_mineral=0.5;b.emergency_heal=16;b.trigger_hp=30;b.uses=1"	""	"安全收益"
"1.0"	"event"	"definition"	"lost_cartographer"	"失联测绘员"	""	""	""	""	"record"	"record"	"family=general;role=information;weight=0.85;risk=0;payload=a.reveal_layers=2;a.reroll_unvisited=1;b.minerals=22/34/50"	""	"安全收益"
"1.0"	"event"	"definition"	"sealed_weapon_cache"	"密封武备缓存"	""	""	""	""	"record"	"record"	"family=general;role=starter;weight=0.8;risk=1;payload=a.hp_loss=8/10/12;a.draft=3;b.minerals=28/42/62;disable_a_if_lethal=1"	""	"风险交易"
"1.0"	"event"	"definition"	"overdrawn_core"	"透支核心"	""	""	""	""	"record"	"record"	"family=general;weight=0.55;risk=2;payload=a.compute=2;a.hp_loss=12;a.crisis=1;b.compute=1;b.mineral_cost=35/50/70;unique=1"	""	"风险交易"
"1.0"	"event"	"definition"	"volatile_incubator"	"不稳热巢"	""	""	""	""	"record"	"record"	"family=hell_eye;role=starter;weight=0.65;risk=1;duration_nodes=2;payload=a.start_heat=60;a.combat_rooms=2;a.extra_elite_cache=1;b.minerals=24/36/52;b.heat=20"	""	"风险交易"
"1.0"	"event"	"definition"	"salvage_contract"	"回收承包合约"	""	""	""	""	"record"	"record"	"family=general;role=economy;weight=0.75;risk=2;duration_nodes=2;payload=a.explore_income_mult=1.30;a.crisis_per_settlement=1;b.minerals=18/28/42"	""	"延迟契约"
"1.0"	"event"	"definition"	"marked_bounty"	"标记悬赏"	""	""	""	""	"record"	"record"	"family=general;role=amplifier;weight=0.65;risk=1;duration_nodes=2;payload=a.target_elite=1;a.reward_matching_draft=3;a.expire_penalty=0;b.minerals=20/30/44"	""	"延迟契约"
"1.0"	"event"	"definition"	"procurement_future"	"采购远期单"	""	""	""	""	"record"	"record"	"family=general;role=economy;weight=0.6;risk=1;duration_nodes=3;payload=a.prepay=30/45/65;a.next_shop_first_price_mult=0.5;a.terminal_if_no_shop=1;b.minerals=18/28/40"	""	"延迟契约"
"1.0"	"event"	"definition"	"scrap_exchange"	"残件置换台"	""	""	""	""	"record"	"record"	"family=general;role=converter;weight=0.6;risk=1;payload=a.destroy_nonboss=1;a.same_rarity_draft=3;a.same_family_min=1;b.refund_price_mult=0.6"	""	"构筑转化"
"1.0"	"event"	"definition"	"role_inverter"	"职能逆变器"	""	""	""	""	"record"	"record"	"family=general;role=converter;weight=0.5;risk=1;payload=a.swap_role=starter|amplifier;a.same_family=1;a.inventory_delta=0;require_legal_target=1;b.minerals=22/34/50"	""	"构筑转化"
"1.0"	"event"	"definition"	"bridge_forge"	"桥接锻炉"	""	""	""	""	"record"	"record"	"family=general;role=bridge;weight=0.45;risk=1;payload=a.consume_common=1;a.bridge_draft=3;b.next_bridge_pity=1"	""	"构筑转化"
"1.0"	"event"	"definition"	"colossus_impact_route"	"巨构撞角航线"	""	""	""	""	"record"	"record"	"family=colossus;role=starter;weight=0.55;risk=1;duration_nodes=3;rule_key=dash_refund;payload=a.hp_loss=7;a.charge_refund=0.5;a.mass_mark_aftershock=1;b.minerals=22/34/50;a.shop_focus=colossus"	""	"家族路线"
"1.0"	"event"	"definition"	"paradise_barrage_route"	"天堂齐射排程"	""	""	""	""	"record"	"record"	"family=paradise;role=starter;weight=0.55;risk=1;duration_nodes=3;rule_key=periodic_volley;payload=a.mineral_cost=18/26/38;a.volley_every_shots=6;a.proc=0.35;b.minerals=24/36/52;a.shop_focus=paradise"	""	"家族路线"
"1.0"	"event"	"definition"	"warped_tide_route"	"星核潮汐窗口"	""	""	""	""	"record"	"record"	"family=warped;role=starter;weight=0.55;risk=1;duration_nodes=3;rule_key=death_gravity_well;payload=a.crisis=1;a.gravity_well_on_first_pulled_death=1;b.heal=20/28/36;a.shop_focus=warped"	""	"家族路线"
"1.0"	"event"	"definition"	"hell_eye_redline_route"	"赤线热病签"	""	""	""	""	"record"	"record"	"family=hell_eye;role=starter;weight=0.55;risk=2;duration_nodes=3;rule_key=frenzy_heat_carry;payload=a.hp_loss=6;a.crisis=1;a.heat_carry=25;a.first_heavy_keeps_chain=1;b.minerals=20/32/46;a.shop_focus=hell_eye"	""	"家族路线"
"1.0"	"event"	"definition"	"divine_seraph_route"	"圣羽护航令"	""	""	""	""	"record"	"record"	"family=divine;role=starter;weight=0.55;risk=1;duration_nodes=3;rule_key=drone_copy_shot;payload=a.mineral_cost=16/24/34;a.drone_hits_per_copy=12;a.proc=0.35;b.heal=22/30/38;a.shop_focus=divine"	""	"家族路线"
"1.0"	"event"	"definition"	"gravity_shrapnel_treaty"	"引力破片协定"	""	""	""	""	"record"	"record"	"family=paradise;role=bridge;weight=0.35;risk=1;duration_nodes=3;rule_key=split_inherit_homing;payload=a.homing_inherit=0.60;a.pull_inherit=0.35;a.pity_after_triggers=60;b.minerals=28/42/60;requires=paradise|warped"	""	"跨家族桥接"
"1.0"	"event"	"definition"	"seraph_furnace_treaty"	"圣羽热炉协定"	""	""	""	""	"record"	"record"	"family=divine;role=bridge;weight=0.35;risk=1;duration_nodes=3;rule_key=drone_heat;payload=a.heat_per_drone_hit=0.5;a.heat_per_second_cap=4;a.reset_oldest_drone_skill=1;b.heal=24/32/40;requires=divine|hell_eye"	""	"跨家族桥接"
"1.0"	"event"	"definition"	"rammed_magazine_treaty"	"撞角弹仓协定"	""	""	""	""	"record"	"record"	"family=colossus;role=bridge;weight=0.35;risk=1;duration_nodes=3;rule_key=dash_fan_shot;payload=a.fan_bullets=5;a.proc=0.35;a.cooldown=2;b.minerals=30/46/66;requires=colossus|paradise"	""	"跨家族桥接"
"1.0"	"event"	"definition"	"quiet_channel"	"静默航道"	""	""	""	""	"record"	"record"	"family=general;role=converter;weight=0.45;risk=1;payload=a.convert_battle_to_reward=1;a.next_battle_threat_add=1;b.minerals=24/36/54;exclude=boss|mandatory|visited"	""	"局势改变"
"1.0"	"event"	"definition"	"family_aftershock"	"家族余震"	""	""	""	""	"record"	"record"	"family=general;role=converter;weight=0.45;risk=1;duration_nodes=3;payload=a.choose_family=1;a.bias_nodes=3;a.guarantee_family_beacon=1;a.allow_mixed_enemy=1;b.minerals=26/40/58"	""	"局势改变"
"1.0"	"event"	"definition"	"quantum_crate"	"量子货箱"	""	""	""	""	"record"	"record"	"family=general;weight=0.55;risk=2;payload=a.crates=3;a.equipment_chance=0.55;a.mineral_chance=0.35;a.ambush_chance=0.10;a.minerals=60/90/130;a.ambush_win_equipment=1;a.fail_floor=24/36/52;b.minerals=24/36/52"	""	"资源赌博且显示概率"
"1.0"	"event"	"definition"	"ore_pledge"	"富矿押注"	""	""	""	""	"record"	"record"	"family=general;role=economy;weight=0.65;risk=1;payload=a.stake=25/40/60;a.next_explore_target=0.70;a.success_return_mult=2.4;a.fail_refund_mult=0.6;a.defer_until_explore=1;b.minerals=18/28/40"	""	"玩家可控赌博"
"1.0"	"beacon"	"system"	"beacon_base_count"	"基础可达信标数"	"2"	""	""	""	"count"	"int"	"family=general;payload=event_bonus_max=1;active_cap=3"	""	""
"1.0"	"beacon"	"system"	"beacon_choice_count"	"每个信标候选数"	"3"	""	""	""	"count"	"int"	"family=general;payload=family=1;general_or_bridge=1;economy_or_defense=1"	""	""
"1.0"	"beacon"	"system"	"beacon_echo_nodes"	"航路回响持续节点"	"3"	""	""	""	"completed_node"	"int"	"family=general;payload=family_weight_mult=2;guaranteed_related_content=1"	""	"不直接增伤"
"1.0"	"beacon"	"definition"	"vector_route_beacon"	"矢量航路信标"	""	""	""	""	"record"	"record"	"family=general;role=information;weight=1;risk=0;rule_key=route_reroll;payload=reroll_unvisited_per_stage=1;preview_before_after=1"	""	"通用"
"1.0"	"beacon"	"definition"	"echo_archive_beacon"	"回声档案信标"	""	""	""	""	"record"	"record"	"family=general;role=amplifier;weight=1;risk=0;rule_key=reward_family_echo;payload=first_pick_per_stage=1;next_draft_same_family=1;different_role=1"	""	"通用"
"1.0"	"beacon"	"definition"	"reverse_auction_beacon"	"逆向拍卖信标"	""	""	""	""	"record"	"record"	"family=general;role=economy;weight=0.8;risk=0;rule_key=shop_reverse_auction;payload=marked_slot_per_shop=1;discount_per_node=10;min_price_mult=0.5;once_per_stage=1"	""	"经济"
"1.0"	"beacon"	"definition"	"salvage_pawn_beacon"	"残件典当信标"	""	""	""	""	"record"	"record"	"family=general;role=economy;weight=0.8;risk=0;rule_key=shop_salvage;payload=scrap_per_shop=1;refund_price_mult=0.7;next_draft_same_role=1;exclude_boss=1"	""	"经济"
"1.0"	"beacon"	"definition"	"ark_bulkhead_beacon"	"方舟隔舱信标"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;weight=0.8;risk=0;rule_key=heavy_hit_cap;payload=first_heavy_per_room=1;damage_cap=25;invulnerable_seconds=0.8"	""	"防御"
"1.0"	"beacon"	"definition"	"phase_shelter_beacon"	"相位庇护信标"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;weight=0.8;risk=0;rule_key=dash_warning_shield;payload=perfect_dash_through_warning=1;temporary_shield=12;cooldown=8"	""	"防御"
"1.0"	"beacon"	"definition"	"colossus_mirror_ram"	"镜甲折返信标"	""	""	""	""	"record"	"record"	"family=colossus;role=starter;weight=1.2;risk=0;rule_key=dash_refund;payload=normal_hits=3;elite_or_boss_hits=1;refund_charges=1;cooldown=6"	""	"巨构"
"1.0"	"beacon"	"definition"	"colossus_seismic_spool"	"地震卷轴信标"	""	""	""	""	"record"	"record"	"family=colossus;role=starter;weight=1.2;risk=0;rule_key=dash_aftershock;payload=aftershock_on_dash_end=1;if_existing=second_delayed_aftershock;recursive=0"	""	"巨构"
"1.0"	"beacon"	"definition"	"colossus_inertia_escrow"	"惯性托管信标"	""	""	""	""	"record"	"record"	"family=colossus;role=stabilizer;weight=1.1;risk=0;rule_key=dash_damage_escrow;payload=delay_damage_during_dash=1;hit_cancel_share=0.5;cannot_reduce_below_one=1"	""	"巨构"
"1.0"	"beacon"	"definition"	"colossus_mass_exchange"	"质量交换信标"	""	""	""	""	"record"	"record"	"family=colossus;role=bridge;weight=1.1;risk=0;rule_key=mass_mark_shrapnel;payload=main_hit_marks=1;dash_consumes_mark=1;shrapnel_count=4;proc=0.35"	""	"巨构"
"1.0"	"beacon"	"definition"	"paradise_skyline_chain"	"天幕弹链信标"	""	""	""	""	"record"	"record"	"family=paradise;role=starter;weight=1.2;risk=0;rule_key=periodic_volley;payload=volley_every_shots=6;volley_bullets=5;duplicate_full_event=0"	""	"天堂"
"1.0"	"beacon"	"definition"	"paradise_shrapnel_charter"	"破片宪章信标"	""	""	""	""	"record"	"record"	"family=paradise;role=starter;weight=1.2;risk=0;rule_key=projectile_split_once;payload=split_on_first_hit=1;children=2;proc=0.35;children_can_split=0"	""	"天堂"
"1.0"	"beacon"	"definition"	"paradise_return_fire"	"回航火线信标"	""	""	""	""	"record"	"record"	"family=paradise;role=amplifier;weight=1.1;risk=0;rule_key=projectile_return;payload=return_if_missed=1;retarget_once=1;damage_mult=0.5;proc=0.5"	""	"天堂"
"1.0"	"beacon"	"definition"	"paradise_orbit_magazine"	"轨道弹仓信标"	""	""	""	""	"record"	"record"	"family=paradise;role=converter;weight=1.1;risk=0;rule_key=kill_store_orbit;payload=kills_per_orbit=8;storage_cap=4;release_on_dash=1;boss_uses_damage_threshold=1"	""	"天堂"
"1.0"	"beacon"	"definition"	"warped_tidal_lens"	"潮汐透镜信标"	""	""	""	""	"record"	"record"	"family=warped;role=starter;weight=1.2;risk=0;rule_key=projectile_orbit_retry;payload=half_orbit_after_overshoot=1;retry_once=1"	""	"星核"
"1.0"	"beacon"	"definition"	"warped_event_horizon"	"事件视界信标"	""	""	""	""	"record"	"record"	"family=warped;role=starter;weight=1.2;risk=0;rule_key=death_gravity_well;payload=first_pulled_death=1;well_duration=1.5;cooldown=5"	""	"星核"
"1.0"	"beacon"	"definition"	"warped_curved_path"	"曲率航迹信标"	""	""	""	""	"record"	"record"	"family=warped;role=amplifier;weight=1.1;risk=0;rule_key=split_retarget;payload=missed_split_retarget=1;correction_once=1;homing_inherit=0.6"	""	"星核"
"1.0"	"beacon"	"definition"	"warped_singularity_credit"	"奇点赊账信标"	""	""	""	""	"record"	"record"	"family=warped;role=converter;weight=1.1;risk=0;rule_key=pull_threshold_burst;payload=pulled_targets=5;area_burst=1;source_cooldown=6"	""	"星核"
"1.0"	"beacon"	"definition"	"hell_eye_redline_iris"	"赤线虹膜信标"	""	""	""	""	"record"	"record"	"family=hell_eye;role=starter;weight=1.2;risk=0;rule_key=frenzy_overheat_bank;payload=overheat_bank_cap=30;return_after_frenzy=1"	""	"地狱"
"1.0"	"beacon"	"definition"	"hell_eye_fever_relay"	"热病中继信标"	""	""	""	""	"record"	"record"	"family=hell_eye;role=starter;weight=1.2;risk=0;rule_key=heavy_hit_trigger_frenzy;payload=min_heat=60;heavy_hit_enters_frenzy=1;uses_per_room=1;damage_still_applies=1"	""	"地狱"
"1.0"	"beacon"	"definition"	"hell_eye_ash_covenant"	"灰烬契约信标"	""	""	""	""	"record"	"record"	"family=hell_eye;role=amplifier;weight=1.1;risk=0;rule_key=frenzy_room_heat_carry;payload=finish_room_in_frenzy=1;next_room_heat=25"	""	"地狱"
"1.0"	"beacon"	"definition"	"hell_eye_pain_prism"	"痛觉棱镜信标"	""	""	""	""	"record"	"record"	"family=hell_eye;role=converter;weight=1.1;risk=0;rule_key=frenzy_heal_defer;payload=deferred_heal_share=0.4;settle_after_frenzy=1;heat_from_deferred=1;cap=25"	""	"地狱"
"1.0"	"beacon"	"definition"	"divine_shared_trigger"	"共触圣谕信标"	""	""	""	""	"record"	"record"	"family=divine;role=bridge;weight=1.2;risk=0;rule_key=drone_player_onhit;payload=drone_hit_triggers_player_onhit=1;proc=0.35;preserve_lineage=1"	""	"神使"
"1.0"	"beacon"	"definition"	"divine_seraph_recall"	"圣羽召回信标"	""	""	""	""	"record"	"record"	"family=divine;role=amplifier;weight=1.1;risk=0;rule_key=frenzy_reset_drone;payload=on_frenzy_start=1;reset_oldest_drone_skill=1;reset_all=0"	""	"神使"
"1.0"	"beacon"	"definition"	"divine_choir_protocol"	"合唱协议信标"	""	""	""	""	"record"	"record"	"family=divine;role=converter;weight=1.1;risk=0;rule_key=drone_family_choir;payload=different_family_drones=3;same_target=1;choir_shot=1;target_cooldown=3"	""	"神使"
"1.0"	"beacon"	"definition"	"divine_formation_command"	"阵列指令信标"	""	""	""	""	"record"	"record"	"family=divine;role=starter;weight=1.2;risk=0;duration_nodes=2;rule_key=dash_drone_focus;payload=on_dash_end=1;gather_at_endpoint=1;focus_elite_or_boss_seconds=2"	""	"神使"
"1.0"	"calibration"	"definition"	"wide_scan"	"宽域扫描"	""	""	""	""	"record"	"record"	"family=general;role=information;weight=1;risk=0;payload=reveal_future_layers=2;unlock=initial;direct_power=0"	""	"每局只选一项"
"1.0"	"calibration"	"definition"	"procurement_voucher"	"采购凭证"	""	""	""	""	"record"	"record"	"family=general;role=economy;weight=1;risk=0;payload=free_first_shop_reroll=1;unlock=initial"	""	""
"1.0"	"calibration"	"definition"	"resonance_compass"	"共振罗盘"	""	""	""	""	"record"	"record"	"family=general;role=information;weight=1;risk=0;payload=choose_family=1;first_drafts=4;family_weight_mult=2;general_weight_mult=0.7;unlock=initial"	""	""
"1.0"	"calibration"	"definition"	"emergency_bulkhead"	"应急隔舱"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;weight=1;risk=0;payload=trigger_hp=20;heal=20;invulnerable_seconds=1;starting_mineral_debt=25;unlock=reach_boss_2"	""	""
"1.0"	"calibration"	"definition"	"overclock_lease"	"算力租约"	""	""	""	""	"record"	"record"	"family=general;weight=1;risk=0;payload=starting_compute_add=2;shop_price_mult=1.08;unlock=defeat_boss_1"	""	""
"1.0"	"calibration"	"definition"	"frenzy_preheat"	"热机协议"	""	""	""	""	"record"	"record"	"family=hell_eye;role=starter;weight=1;risk=0;payload=starting_heat=40;heat_gain_cap_add=2;healing_mult=0.85;unlock=reach_final_boss"	""	""
"1.0"	"calibration"	"definition"	"salvage_probe"	"回收探针"	""	""	""	""	"record"	"record"	"family=general;role=economy;weight=1;risk=0;payload=mark_high_value_on_start=1;mineral_mult=1.08;patrol_cap_add=1;unlock=defeat_boss_2"	""	""
"1.0"	"calibration"	"definition"	"chaos_seed"	"混沌种子"	""	""	""	""	"record"	"record"	"family=general;role=starter;weight=1;risk=0;payload=start_random_common_aux=1;uses_compute=1;stage1_family_shop_focus=0;unlock=first_clear"	""	""
"1.0"	"crisis"	"definition"	"crisis_1"	"巡逻增压"	"1"	""	""	""	"level"	"record"	"family=general;weight=1;risk=1;payload=patrol_interval_mult=0.90;enemy_cap_add=1"	""	"累计生效"
"1.0"	"crisis"	"definition"	"crisis_2"	"紧缩采购"	"2"	""	""	""	"level"	"record"	"family=general;weight=1;risk=1;payload=shop_price_mult=1.10;reroll_base_add=10"	""	"累计生效"
"1.0"	"crisis"	"definition"	"crisis_3"	"精英回声"	"3"	""	""	""	"level"	"record"	"family=general;weight=1;risk=1;payload=elite_family_affix=1;elite_ehp_mult=1.10"	""	"累计生效"
"1.0"	"crisis"	"definition"	"crisis_4"	"高价契约"	"4"	""	""	""	"level"	"record"	"family=general;weight=1;risk=1;payload=event_cost_mult=1.20;high_risk_reward_mult=1.10"	""	"累计生效"
"1.0"	"crisis"	"definition"	"crisis_5"	"首轮裁决"	"5"	""	""	""	"level"	"record"	"family=general;weight=1;risk=1;payload=boss_ehp_mult=1.10;boss_enhance_at_hp_ratio=0.60"	""	"累计生效"
"1.0"	"crisis"	"definition"	"crisis_6"	"危险残区"	"6"	""	""	""	"level"	"record"	"family=general;weight=1;risk=1;payload=trap_count_mult=1.20;damage_category_cap=1"	""	"累计生效"
"1.0"	"crisis"	"definition"	"crisis_7"	"修复匮乏"	"7"	""	""	""	"level"	"record"	"family=general;weight=1;risk=1;payload=healing_mult=0.75;minimum_heal=1"	""	"累计生效"
"1.0"	"crisis"	"definition"	"crisis_8"	"混编猎队"	"8"	""	""	""	"level"	"record"	"family=general;weight=1;risk=1;payload=mixed_family_wave_chance=0.30;second_family=1"	""	"累计生效"
"1.0"	"crisis"	"definition"	"crisis_9"	"深层裁决"	"9"	""	""	""	"level"	"record"	"family=general;weight=1;risk=1;payload=boss_skill_cooldown_mult=0.90;family_enhanced_move=1"	""	"累计生效"
"1.0"	"crisis"	"definition"	"crisis_10"	"最终否决"	"10"	""	""	""	"level"	"record"	"family=general;weight=1;risk=1;payload=active_conditions=3;final_boss_random_family_verdict=1"	""	"累计生效"
"1.0"	"equipment"	"weapon"	"pulse_cannon"	"脉冲机炮"	""	""	""	""	"record"	"record"	"family=general;role=main_weapon;rarity=starter;price=0;stats=atk_bonus:0|bullet_count:1|fire_rate_mult:1.0|projectile_damage_mult:1|spread_degrees:0.0|target_single_target_dps:40"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"twin_lance"	"双联光矛"	""	""	""	""	"record"	"record"	"family=general;role=main_weapon;rarity=common;price=60;stats=atk_bonus:1|bullet_count:2|fire_rate_mult:1.05|projectile_damage_mult:0.573|spread_degrees:9.0|target_single_target_dps:48"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"rail_spike"	"星轨钉刺炮"	""	""	""	""	"record"	"record"	"family=colossus;role=main_weapon;rarity=common;price=70;stats=atk_bonus:6|bullet_count:1|fire_rate_mult:1.35|projectile_damage_mult:1.097|spread_degrees:0.0|target_single_target_dps:52"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"storm_array"	"风暴阵列"	""	""	""	""	"record"	"record"	"family=paradise;role=main_weapon;rarity=common;price=75;stats=atk_bonus:0|bullet_count:3|fire_rate_mult:1.15|projectile_damage_mult:0.479|spread_degrees:18.0|target_single_target_dps:50"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"comet_shredder"	"彗尾撕裂炮"	""	""	""	""	"record"	"record"	"family=paradise;role=main_weapon;rarity=common;price=85;stats=atk_bonus:2|bullet_count:2|bullet_speed_mult:1.08|fire_rate_mult:0.92|projectile_damage_mult:0.518|spread_degrees:12.0|target_single_target_dps:54"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"prism_volley"	"棱镜齐射器"	""	""	""	""	"record"	"record"	"family=paradise;role=main_weapon;rarity=rare;price=100;stats=atk_bonus:0|bullet_count:4|fire_rate_mult:1.05|projectile_damage_mult:0.361|spread_degrees:26.0|target_single_target_dps:55"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"nova_borer"	"新星钻孔炮"	""	""	""	""	"record"	"record"	"family=colossus;role=main_weapon;rarity=rare;price=130;stats=atk_bonus:9|bullet_count:1|bullet_speed_mult:1.22|fire_rate_mult:1.55|projectile_damage_mult:1.264|spread_degrees:0.0|target_single_target_dps:62"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"aurora_needler"	"极光针束"	""	""	""	""	"record"	"record"	"family=hell_eye;role=main_weapon;rarity=rare;price=100;stats=atk_bonus:1|bullet_count:1|fire_rate_mult:0.72|projectile_damage_mult:0.884|spread_degrees:0.0|target_single_target_dps:54"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"void_saw"	"虚空锯链"	""	""	""	""	"record"	"record"	"family=warped;role=main_weapon;rarity=rare;price=125;stats=atk_bonus:4|bullet_count:2|fire_rate_mult:0.86|homing_range:300.0|homing_strength:1.5|projectile_damage_mult:0.461|spread_degrees:6.0|target_single_target_dps:60"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"pulse_hail"	"脉冲冰雹"	""	""	""	""	"record"	"record"	"family=hell_eye;role=main_weapon;rarity=common;price=90;stats=atk_bonus:0|bullet_count:1|fire_rate_mult:0.64|projectile_damage_mult:0.8|spread_degrees:0.0|target_single_target_dps:50"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"ion_carbine"	"离子卡宾"	""	""	""	""	"record"	"record"	"family=general;role=main_weapon;rarity=common;price=65;stats=atk_bonus:3|bullet_count:1|bullet_speed_mult:1.12|fire_rate_mult:0.98|projectile_damage_mult:0.942|spread_degrees:0.0|target_single_target_dps:50"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"meteor_hammer"	"陨锤炮"	""	""	""	""	"record"	"record"	"family=colossus;role=main_weapon;rarity=rare;price=145;stats=atk_bonus:12|bullet_count:1|fire_rate_mult:1.85|projectile_damage_mult:1.345|spread_degrees:0.0|target_single_target_dps:64"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"starfall_shotgun"	"坠星霰炮"	""	""	""	""	"record"	"record"	"family=paradise;role=main_weapon;rarity=rare;price=130;stats=atk_bonus:1|bullet_count:5|fire_rate_mult:1.18|projectile_damage_mult:0.333|spread_degrees:38.0|target_single_target_dps:62"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"graviton_piercer"	"引力穿针"	""	""	""	""	"record"	"record"	"family=warped;role=main_weapon;rarity=rare;price=135;stats=atk_bonus:5|bullet_count:1|fire_rate_mult:1.12|homing_range:420.0|homing_strength:2.5|projectile_damage_mult:1.12|spread_degrees:0.0|target_single_target_dps:60"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"solar_bloom"	"日冕绽放"	""	""	""	""	"record"	"record"	"family=paradise;role=main_weapon;rarity=rare;price=155;stats=atk_bonus:2|bullet_count:6|fire_rate_mult:0.95|projectile_damage_mult:0.218|spread_degrees:42.0|target_single_target_dps:66"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"dusk_repeater"	"暮色连发机"	""	""	""	""	"record"	"record"	"family=general;role=main_weapon;rarity=common;price=90;stats=atk_bonus:2|bullet_count:1|bullet_speed_mult:1.04|fire_rate_mult:0.68|projectile_damage_mult:0.779|spread_degrees:0.0|target_single_target_dps:55"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"oracle_beam"	"神谕束流"	""	""	""	""	"record"	"record"	"family=divine;role=main_weapon;rarity=rare;price=150;stats=atk_bonus:6|bullet_count:2|fire_rate_mult:0.90|projectile_damage_mult:0.45|spread_degrees:4.0|target_single_target_dps:64"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
